6185,0.008959
4577,0.0085876
1862,0.008303
1026,0.0074808
3466,0.0065031
6255,0.0058058
2475,0.0056982
610,0.005656
2710,0.0055999
4909,0.0055149
5883,0.0055039
490,0.0052585
760,0.0051397
2195,0.0047671
5738,0.0046541
2472,0.0046328
4933,0.0045246
5882,0.0043442
1680,0.0042197
3400,0.0040433
5786,0.0040246
795,0.0039847
2106,0.0039757
4859,0.0038276
4532,0.0038115
2757,0.0037905
5238,0.0036444
1558,0.0036269
508,0.0035845
4453,0.0035783
5192,0.003482
3262,0.0034393
5215,0.0033436
155,0.0033112
5425,0.0033046
3999,0.0032994
2709,0.0032929
149,0.0032869
670,0.0032813
6114,0.003223
116,0.0032169
2993,0.0031981
5160,0.0031272
6459,0.0031181
3637,0.0030824
5801,0.0030286
1100,0.0029835
6517,0.0029503
550,0.0028299
3104,0.0028147
3992,0.0027972
1872,0.0027837
1179,0.0027706
3726,0.0027321
5644,0.0026977
5384,0.0026575
3725,0.0026239
2726,0.0026198
3290,0.002605
5742,0.0025804
4185,0.0025578
211,0.0025567
3565,0.002512
5259,0.0025071
1322,0.0024907
1796,0.00249
4456,0.0024745
5559,0.0024709
6037,0.0024605
3653,0.0024319
3951,0.0023994
6274,0.0023575
2424,0.0023557
2554,0.0023397
4556,0.0023124
3335,0.0022975
5282,0.0022463
3625,0.0022411
2867,0.0022406
2853,0.0022213
2734,0.0022128
1978,0.0022065
3239,0.0022048
1286,0.0021991
3272,0.0021727
2001,0.0021659
1545,0.0021645
4974,0.0021601
3662,0.0021466
2063,0.0021273
3943,0.0020673
5689,0.0020436
4369,0.0020349
1677,0.0020222
3643,0.0020063
5597,0.0020032
3826,0.0019526
788,0.0019331
4313,0.0019262
3746,0.0019262
5942,0.0019047
3843,0.0018975
4383,0.0018905
4365,0.0018799
2955,0.0018708
3513,0.0018502
4378,0.0018433
651,0.0018149
5733,0.0018137
4806,0.0017911
1064,0.0017874
256,0.0017759
2364,0.0017588
5831,0.0017551
5196,0.0017527
4386,0.001742
717,0.0017212
3532,0.0017207
3809,0.0017131
4606,0.0017065
889,0.0017059
1321,0.0017028
4249,0.001702
425,0.001701
3098,0.0016957
5899,0.0016953
3807,0.00169
2112,0.0016742
4458,0.0016277
4645,0.0016188
1638,0.0015963
6008,0.0015962
6229,0.001586
767,0.0015529
4530,0.001541
5411,0.0015373
923,0.0015182
2763,0.0015141
665,0.0015137
5635,0.0014984
383,0.0014868
1231,0.0014788
285,0.001469
2084,0.0014638
6532,0.0014606
4034,0.0014596
1506,0.0014557
6464,0.0014532
940,0.0014438
1728,0.0014406
6101,0.001426
5122,0.0014255
3326,0.0014164
6014,0.0014114
2341,0.0014032
3134,0.001402
5091,0.0014014
3520,0.0013989
3731,0.0013959
3183,0.0013951
4216,0.0013945
3225,0.0013782
27,0.0013747
4525,0.0013717
1625,0.0013575
4296,0.0013482
4317,0.0013333
1614,0.0013329
5346,0.0013323
5670,0.00133
4478,0.0013296
6462,0.0013255
634,0.001296
168,0.0012822
3093,0.0012817
4664,0.00128
3639,0.0012797
150,0.0012784
2211,0.0012666
3333,0.0012651
3393,0.0012633
2735,0.0012598
4830,0.0012549
2533,0.0012537
4124,0.0012534
4780,0.001252
5173,0.001251
3103,0.0012493
6036,0.0012464
5639,0.0012446
3628,0.0012436
2126,0.0012335
5513,0.0012327
3256,0.0012313
937,0.0012266
6288,0.001226
2423,0.0012234
3453,0.0012171
2577,0.0012119
2401,0.0012091
521,0.0012084
5188,0.0012014
3592,0.001199
5368,0.00118
4590,0.001166
5770,0.0011653
3784,0.0011647
2185,0.0011609
6405,0.0011601
2075,0.0011593
5646,0.0011586
22,0.0011535
2330,0.0011449
700,0.0011439
318,0.0011408
6600,0.0011369
4425,0.0011263
309,0.0011262
875,0.0011246
1955,0.0011232
6343,0.0011225
4268,0.0011209
6172,0.0011131
2482,0.0011107
3066,0.0011
368,0.0010988
304,0.0010967
5937,0.0010958
654,0.0010958
1171,0.0010946
261,0.0010784
1375,0.0010767
4301,0.0010722
4066,0.0010696
1533,0.0010552
4361,0.0010525
4350,0.0010522
3053,0.0010454
4139,0.0010441
2175,0.0010403
1602,0.00104
2995,0.0010372
4443,0.0010339
3581,0.0010326
1474,0.0010248
6367,0.0010237
2140,0.00102
6006,0.0010198
5586,0.0010196
3041,0.001019
1452,0.0010097
4459,0.0010071
2902,0.0010061
6284,0.0010061
1166,0.00099853
3868,0.00099569
4245,0.00099519
6536,0.00098815
6467,0.00098769
6498,0.00098682
1710,0.00098616
3244,0.00098541
950,0.00097819
4851,0.00097732
1717,0.00097078
3616,0.00096921
6588,0.00096808
5627,0.00096802
951,0.00096594
4945,0.00096532
1433,0.00096193
4918,0.00095796
3123,0.00095459
349,0.00095433
2499,0.00095246
3496,0.00095104
5030,0.0009507
4897,0.00094775
2929,0.00094412
2047,0.0009386
5209,0.00093545
1055,0.00093395
5553,0.00093339
4653,0.00092288
5640,0.0009213
1178,0.00091731
5654,0.00091114
1472,0.00090863
1353,0.00090674
5338,0.00090664
341,0.00090554
2716,0.00089776
4141,0.00089542
1597,0.00089273
4179,0.00089121
4710,0.00088945
